workload	metric	unit	baseline_n	baseline_mean	baseline_min	baseline_max	baseline_sd	f2load_n	f2load_mean	f2load_min	f2load_max	f2load_sd	absolute_mean_difference	mean_difference_pct	percentage_point_difference	f2load_mean_in_baseline_range
F	compaction_write_bytes	bytes	10	758388432486.4	745604857856	768973639680	7435357380.851461	9	761705143409.7778	748252307456	771796443136	8512729546.433276	3316710923.3778076	0.43733669730481317		True
F	compaction_read_bytes_per_op	bytes/op	10	4451.099010734232	4407.291788241259	4494.011918096545	31.235486150413337	9	4513.095101250702	4439.278237672391	4568.110915219474	43.117582734302836	61.99609051646985	1.392826588825824		False
F	compaction_write_bytes_per_op	bytes/op	10	4180.814485735823	4136.955321999747	4221.857206711883	30.669160317302605	9	4240.830384491212	4169.761419531424	4295.2772527789175	42.66944666203303	60.01589875538866	1.4355073385856176		False
F	flush_write_bytes_per_op	bytes/op	10	354.921935118444	354.7957129916444	355.12091691208917	0.12004957725308224	9	354.91423945678446	354.8127805465484	355.15040066304147	0.10596795898384259	-0.007695661659568032	-0.0021682688214230694		True
F	device_read_ios	I/Os	10	81511983.6	80765249	82207654	472199.6126602487	9	80703742.77777778	80071837	81887709	555085.9763808616	-808240.8222222179	-0.9915607331904219		False
F	device_write_ios	I/Os	10	1845791	1783737	1895101	36802.92364593999	9	1942731.6666666667	1857602	1988950	43214.18004544342	96940.66666666674	5.251985011665283		False
F	device_read_bytes	bytes	10	1565141564211.2	1544312496128	1578009448448	11345386591.299862	9	1555744911360	1536402132992	1575118962688	12339167974.448008	-9396652851.199951	-0.6003707949533421		True
F	device_write_bytes	bytes	10	836829186867.2	826199810048	846083854336	6789143645.819908	9	843312698709.3334	829919760384	854824169472	8756988145.047321	6483511842.133423	0.7747712369361226		True
F	device_read_bytes_per_op	bytes/op	10	8628.303788268247	8582.630935889843	8712.43439942231	41.94468955167017	9	8661.68019940583	8561.858446941776	8715.042352680945	53.157284488112175	33.37641113758218	0.3868247103557376		True
F	device_write_bytes_per_op	bytes/op	10	4613.258933951274	4568.907164013235	4645.211530784692	26.40132798934134	9	4695.174119817957	4624.866991618947	4744.4764767081115	41.760516013195215	81.9151858666828	1.775646826667976		False
